VERTEX_ID, WORLD_X, WORLD_Y, WORLD_Z, SCREEN_X, SCREEN_Y, DEPTH
398, 52.00, -978.42, 67.31, 444.93, 122.05, 217.2453
399, 53.55, -977.47, 67.31, 435.60, 125.98, 218.7252
400, 54.25, -976.03, 67.31, 419.05, 127.58, 219.3322
401, 54.27, -974.60, 67.31, 401.48, 127.39, 219.2612
402, 53.17, -973.22, 67.31, 382.47, 124.28, 218.0799
403, 52.00, -971.86, 67.31, 363.41, 120.94, 216.8300
404, 50.25, -970.91, 67.31, 347.94, 116.06, 215.0264
405, 48.50, -969.95, 67.31, 332.24, 111.08, 213.2186

----顶点之间的归一化距离----
SEGMENT_INDEX, NORMALIZED_DISTANCE
0, 0.062148
1, 0.076741
2, 0.062148
3, 0.076467
4, 0.001277
5, 0.001275
6, 0.001193
7, 0.001136
8, 0.001035
9, 0.001014
10, 0.001042
11, 0.001225
12, 0.001234
13, 0.001285
14, 0.001286
15, 0.001288
16, 0.001300
17, 0.001300
18, 0.001300
19, 0.001295
20, 0.001294
21, 0.001294
22, 0.001274
23, 0.001260
24, 0.001260
25, 0.001193
26, 0.001149
27, 0.001093
28, 0.000830
29, 0.000645
30, 0.000776
31, 0.000957
32, 0.001170
33, 0.001167
34, 0.001208
35, 0.001260
36, 0.001260
37, 0.001260
38, 0.001246
39, 0.001211
40, 0.001209
41, 0.001157
42, 0.001084
43, 0.001007
44, 0.000947
45, 0.000934
46, 0.000985
47, 0.001034
48, 0.001024
49, 0.001013
50, 0.000922
51, 0.000845
52, 0.000754
53, 0.000775
54, 0.000840
55, 0.001064
56, 0.001059
57, 0.001211
58, 0.001234
59, 0.001234
60, 0.001241
61, 0.001250
62, 0.001249
63, 0.001247
64, 0.001108
65, 0.001033
66, 0.001023
67, 0.000889
68, 0.000953
69, 0.000957
70, 0.001080
71, 0.001082
72, 0.001084
73, 0.001124
74, 0.001145
75, 0.001146
76, 0.001146
77, 0.001159
78, 0.001163
79, 0.001163
80, 0.001163
81, 0.001152
82, 0.001145
83, 0.001145
84, 0.001145
85, 0.001118
86, 0.001084
87, 0.001084
88, 0.001085
89, 0.001000
90, 0.000949
91, 0.000952
92, 0.000883
93, 0.000785
94, 0.000786
95, 0.000760
96, 0.000933
97, 0.000927
98, 0.000929
99, 0.001179
100, 0.001178
101, 0.001176
102, 0.001175
103, 0.045020
104, 0.001175
105, 0.001176
106, 0.001178
107, 0.001179
108, 0.000929
109, 0.000927
110, 0.000933
111, 0.000760
112, 0.000786
113, 0.000785
114, 0.000883
115, 0.000951
116, 0.000949
117, 0.001000
118, 0.001085
119, 0.001084
120, 0.001084
121, 0.001118
122, 0.001145
123, 0.001145
124, 0.001145
125, 0.001152
126, 0.001163
127, 0.001163
128, 0.001163
129, 0.001159
130, 0.001146
131, 0.001146
132, 0.001145
133, 0.001124
134, 0.001084
135, 0.001082
136, 0.001080
137, 0.000957
138, 0.000953
139, 0.000889
140, 0.001023
141, 0.001033
142, 0.001108
143, 0.001247
144, 0.001249
145, 0.001250
146, 0.001241
147, 0.001234
148, 0.001234
149, 0.001211
150, 0.001059
151, 0.001064
152, 0.000840
153, 0.000775
154, 0.000754
155, 0.000845
156, 0.000922
157, 0.001013
158, 0.001024
159, 0.001034
160, 0.000985
161, 0.000934
162, 0.000947
163, 0.001007
164, 0.001084
165, 0.001157
166, 0.001209
167, 0.001211
168, 0.001246
169, 0.001260
170, 0.001260
171, 0.001260
172, 0.001208
173, 0.001167
174, 0.001170
175, 0.000957
176, 0.000776
177, 0.000645
178, 0.000830
179, 0.001093
180, 0.001149
181, 0.001193
182, 0.001260
183, 0.001260
184, 0.001274
185, 0.001294
186, 0.001294
187, 0.001295
188, 0.001300
189, 0.001300
190, 0.001300
191, 0.001288
192, 0.001286
193, 0.001285
194, 0.001234
195, 0.001225
196, 0.001042
197, 0.001013
198, 0.001035
199, 0.001136
200, 0.001193
201, 0.001275
202, 0.001277
203, 0.076330
204, 0.076460
205, 0.045020
206, 0.001277
207, 0.001276
208, 0.001274
209, 0.001144
210, 0.001127
211, 0.000915
212, 0.001023
213, 0.001161
214, 0.001229
215, 0.001256
216, 0.001285
217, 0.001286
218, 0.001294
219, 0.001300
220, 0.001300
221, 0.001298
222, 0.001294
223, 0.001294
224, 0.001291
225, 0.001260
226, 0.001260
227, 0.001251
228, 0.001147
229, 0.001150
230, 0.000916
231, 0.000850
232, 0.000724
233, 0.000782
234, 0.001171
235, 0.001168
236, 0.001166
237, 0.001255
238, 0.001260
239, 0.001260
240, 0.001260
241, 0.001221
242, 0.001210
243, 0.001208
244, 0.001100
245, 0.001080
246, 0.000946
247, 0.000928
248, 0.000981
249, 0.001006
250, 0.001034
251, 0.001013
252, 0.000975
253, 0.000906
254, 0.000770
255, 0.000723
256, 0.000816
257, 0.000961
258, 0.001061
259, 0.001119
260, 0.001234
261, 0.001234
262, 0.001234
263, 0.001250
264, 0.001250
265, 0.001248
266, 0.001246
267, 0.001037
268, 0.001029
269, 0.000931
270, 0.000950
271, 0.000955
272, 0.000996
273, 0.001081
274, 0.001083
275, 0.001094
276, 0.001145
277, 0.001145
278, 0.001146
279, 0.001151
280, 0.001163
281, 0.001163
282, 0.001163
283, 0.001161
284, 0.001145
285, 0.001145
286, 0.001145
287, 0.001145
288, 0.001088
289, 0.001084
290, 0.001084
291, 0.001073
292, 0.000948
293, 0.000950
294, 0.000953
295, 0.000794
296, 0.000785
297, 0.000788
298, 0.000865
299, 0.000930
300, 0.000925
301, 0.001038
302, 0.001178
303, 0.001177
304, 0.001176
305, 0.045035
306, 0.001175
307, 0.001176
308, 0.001177
309, 0.001178
310, 0.001038
311, 0.000925
312, 0.000930
313, 0.000865
314, 0.000788
315, 0.000785
316, 0.000794
317, 0.000953
318, 0.000950
319, 0.000948
320, 0.001073
321, 0.001084
322, 0.001084
323, 0.001088
324, 0.001145
325, 0.001145
326, 0.001145
327, 0.001145
328, 0.001161
329, 0.001163
330, 0.001163
331, 0.001163
332, 0.001151
333, 0.001146
334, 0.001145
335, 0.001145
336, 0.001094
337, 0.001083
338, 0.001081
339, 0.000996
340, 0.000955
341, 0.000950
342, 0.000932
343, 0.001029
344, 0.001037
345, 0.001246
346, 0.001248
347, 0.001250
348, 0.001250
349, 0.001234
350, 0.001234
351, 0.001234
352, 0.001119
353, 0.001061
354, 0.000961
355, 0.000816
356, 0.000723
357, 0.000770
358, 0.000906
359, 0.000975
360, 0.001013
361, 0.001034
362, 0.001006
363, 0.000981
364, 0.000928
365, 0.000946
366, 0.001080
367, 0.001100
368, 0.001208
369, 0.001210
370, 0.001221
371, 0.001260
372, 0.001260
373, 0.001260
374, 0.001255
375, 0.001166
376, 0.001168
377, 0.001171
378, 0.000782
379, 0.000724
380, 0.000850
381, 0.000916
382, 0.001150
383, 0.001147
384, 0.001251
385, 0.001260
386, 0.001260
387, 0.001291
388, 0.001294
389, 0.001294
390, 0.001298
391, 0.001300
392, 0.001300
393, 0.001294
394, 0.001286
395, 0.001285
396, 0.001256
397, 0.001229
398, 0.001161
399, 0.001023
400, 0.000915
401, 0.001127
402, 0.001144
403, 0.001274
404, 0.001276
